car_id,duration_in_lane
1,25.52203202
2,26.00646281
3,25.52333593
4,25.51955891
5,24.04268408
6,23.98262715
7,24.06539583
8,24.52588892
9,24.45177412
10,23.67270207
11,22.66943598
12,22.99425793
13,22.38566899
14,22.77846289
15,22.20111799
16,22.34241199
17,21.739645
18,21.40193796
19,21.608253
20,21.05749083
21,21.07325315
22,20.689677
23,19.716851
24,20.19108891
25,20.08565211
26,19.30857491
27,19.28657794
28,18.72974896
29,18.30202508
30,17.48165298
31,16.81659007
32,16.27945113
33,14.78257895
34,13.8357439
35,13.6982522
36,13.28523183
37,13.3324132
38,13.48863816
39,13.52544379
40,13.34498692
41,39.48203087
42,39.06591201
43,39.33349395
44,38.33197284
45,37.03515291
46,35.770298
47,35.22437096
48,34.21525407
49,32.90270019
50,31.65504885
51,30.98586798
52,30.54142094
53,30.08074999
54,28.59595609
55,27.30429697
56,26.20332503
57,26.58021903
58,26.41207194
59,25.53659797
60,25.08197308
61,25.39910293
62,25.85964012
63,25.98281312
64,24.88147902
65,24.49479079
66,23.9497869
67,22.91730094
68,22.93946505
69,22.18223596
70,21.71012998
71,20.65643883
72,20.63418007
73,19.85306907
74,18.50575614
75,18.32864404
76,17.96802592
77,16.66913199
78,15.39682579
79,15.16971612
80,15.06636
81,41.11264706
82,40.41557384
83,39.97681499
84,39.97983718
85,39.13078308
86,38.80336189
87,37.4254272
88,37.09993601
89,36.1962688
90,36.07637715
91,36.23778605
92,35.51391888
93,35.00931311
94,34.63342786
95,33.67407107
96,32.43393397
97,31.398628
98,31.41948104
99,31.45071983
100,30.93343306
101,31.00581813
102,29.52420688
103,29.81370187
104,29.72857594
105,28.99014306
106,27.50062704
107,27.23692513
108,25.97709894
109,24.52567506
110,23.09640503
111,22.97146201
112,23.31193399
113,21.84354091
114,20.34824395
115,20.50905204
116,19.53593707
117,18.51450515
118,19.00439095
119,18.75012398
120,18.039536
121,42.59851909
122,41.861516
123,41.01930308
124,40.74818182
125,40.95612383
126,41.414289
127,41.22536802
128,40.96646214
129,41.13042307
130,41.6295681
131,41.19771385
132,41.63453412
133,40.63407898
134,40.72870398
135,40.37888193
136,39.83462214
137,38.73081899
138,38.6672039
139,37.28071404
140,35.92292881
141,36.25957394
142,35.75951219
143,35.6463151
144,35.94421983
145,34.58040905
146,35.032444
147,34.33260894
148,34.7556529
149,33.59185004
150,33.58140206
151,33.11576509
152,31.95313692
153,32.25664186
154,32.66515899
155,32.81862092
156,32.120646
157,31.3979001
158,31.26719499
159,31.43429494
160,29.97936392
161,54.72432303
162,53.46598411
163,52.15855813
164,52.1072371
165,51.50612593
166,50.91365004
167,50.99109793
168,49.59991097
169,48.87699604
170,49.3132019
171,48.03688002
172,47.18551302
173,45.799366
174,44.78153181
175,43.7287209
176,42.37042403
177,41.07694507
178,40.98629379
179,40.85595417
180,40.56259704
181,40.94221807
182,41.01783705
183,40.59031391
184,40.06667209
185,39.24153495
186,38.03655195
187,38.52775502
188,38.12198997
189,38.33380103
190,37.60493493
191,37.87344384
192,38.09505987
193,36.95354605
194,36.38798404
195,36.72263002
196,36.25206113
197,35.65507507
198,35.76307392
199,34.84025717
200,34.18070006
201,60.39037895
202,59.850353
203,58.69674706
204,57.26803207
205,55.88118005
206,55.02212095
207,55.18334293
208,54.26664805
209,53.49851298
210,53.07010198
211,52.99673986
212,53.02831101
213,53.46848989
214,53.56479812
215,54.04048705
216,54.41512799
217,53.14996505
218,53.56748199
219,52.49312687
220,51.647609
221,51.38625813
222,51.7990942
223,50.59369802
224,50.19120407
225,50.00376487
226,48.82242393
227,48.32064915
228,48.28817081
229,47.46539092
230,46.24052501
231,45.02621078
232,45.43046212
233,44.200001
234,44.44633603
235,44.78003407
