car_id,duration_in_lane
1,2.6347548961639404
2,2.9249210357666016
3,2.473407030105591
4,1.9832470417022705
5,1.705653190612793
6,1.953545093536377
7,1.5904231071472168
8,1.3392298221588135
9,1.7581019401550293
10,1.40802001953125
11,1.7239420413970947
12,2.109714984893799
13,1.631018877029419
14,1.9553709030151367
15,2.0817830562591553
16,1.6878631114959717
17,1.3191189765930176
18,1.5757970809936523
19,1.1882998943328857
20,0.7340850830078125
21,0.6372530460357666
22,0.5005269050598145
23,0.7368741035461426
24,0.7139170169830322
25,0.7471308708190918
26,0.9519860744476318
27,0.787628173828125
28,0.2922370433807373
29,0.019116878509521484
30,4.291534423828125e-5
31,4.1961669921875e-5
32,2.4080276489257812e-5
33,0.11156487464904785
34,3.4809112548828125e-5
35,4.696846008300781e-5
36,0.28641486167907715
37,0.5573639869689941
38,0.2943570613861084
39,0.05068802833557129
40,0.4347710609436035
41,0.05218386650085449
42,4.601478576660156e-5
43,4.1961669921875e-5
44,0.16178202629089355
45,0.15561389923095703
46,0.4273800849914551
47,0.44955992698669434
48,0.04288792610168457
49,3.600120544433594e-5
50,7.414817810058594e-5
51,2.4080276489257812e-5
52,0.13111114501953125
53,5.1975250244140625e-5
54,8.821487426757812e-5
55,5.817413330078125e-5
56,5.5789947509765625e-5
57,3.3855438232421875e-5
58,0.11504983901977539
59,0.535836935043335
60,0.11800289154052734
61,4.601478576660156e-5
62,4.410743713378906e-5
63,0.267611026763916
64,0.5003941059112549
65,0.6671180725097656
66,0.5947048664093018
67,0.9584348201751709
68,1.098304033279419
69,1.120605230331421
70,0.7213079929351807
71,1.1427350044250488
72,1.5649359226226807
73,1.4150078296661377
74,1.7506911754608154
75,1.7018609046936035
76,1.682358980178833
77,1.2976348400115967
78,1.5622620582580566
79,1.1315348148345947
80,1.1405489444732666
81,1.4888379573822021
82,1.3741958141326904
83,1.507025957107544
84,1.7182750701904297
85,1.6849908828735352
86,1.4501190185546875
87,1.0282800197601318
88,1.3218610286712646
89,1.484442949295044
90,1.1036639213562012
91,0.7008872032165527
92,0.9794049263000488
93,0.5253150463104248
94,0.6607658863067627
95,0.6554510593414307
96,0.9710540771484375
97,0.7360291481018066
98,0.7629129886627197
99,1.0042331218719482
100,1.2528178691864014
101,0.8796689510345459
102,0.9658401012420654
103,0.5696160793304443
104,0.8043990135192871
105,0.739220142364502
106,0.7710959911346436
107,1.16947603225708
108,1.2881560325622559
109,1.5583717823028564
110,1.7459170818328857
111,1.908524990081787
112,2.235930919647217
113,2.128587007522583
114,2.583136796951294
115,2.893846035003662
116,2.886902093887329
117,2.3910880088806152
118,2.7085659503936768
119,3.0124499797821045
120,3.2265069484710693
121,2.85654878616333
122,2.6623330116271973
123,3.153244972229004
124,3.6443839073181152
125,3.341601848602295
